Date,Revenue,COGS,orders_count,unique_customers,item_lines_count,total_quantity,total_discount_amount,avg_discount_amount,avg_discount_rate,promo_usage_rate,discount_to_gross_rate,web_sessions,web_unique_visitors,web_page_views,web_bounce_rate,web_avg_session_duration_sec,web_traffic_available,inventory_product_count,inventory_stock_on_hand,inventory_units_received,inventory_units_sold,inventory_stockout_days,inventory_stockout_rate,inventory_fill_rate,inventory_sell_through_rate,inventory_days_of_supply,inventory_overstock_rate,inventory_reorder_rate,inventory_snapshot_observed,inventory_data_available,returns_count,returned_orders_count,return_quantity,refund_amount,return_rate,day_of_week,month,quarter,year,is_weekend,time_index,post_2019_flag,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_30
2012-07-21,3442157.02,2746075.45,171,170,196,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,4.0,19.0,139515.72,0.022222222222222223,5,7,3,2012,1,17,0,3820831.41,2667930.94,,4646757.528571429,
2012-07-22,3117550.57,2531656.38,140,139,160,714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,6.0,24.0,196470.94,0.03361344537815126,6,7,3,2012,1,18,0,3948841.28,2360851.9,,4592661.187142857,
2012-07-23,4730517.69,3685006.66,206,203,231,1037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,5.0,15.0,127759.84,0.01446480231436837,0,7,3,2012,0,19,0,3503801.49,3548386.46,,4473905.371428572,
2012-07-24,4096496.12,3248450.65,186,185,209,903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,5.0,13.0,81299.68000000001,0.014396456256921373,1,7,3,2012,0,20,0,4476729.49,5234938.62,,4649150.542857142,
2012-07-25,5246688.08,4140019.37,224,221,246,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,8.0,24.0,141941.0,0.022018348623853212,2,7,3,2012,0,21,0,5184141.46,5582884.78,,4594831.49,
2012-07-26,5851965.06,4579171.74,273,270,308,1310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,7.0,16.0,46345.31,0.012213740458015267,3,7,3,2012,0,22,0,6421487.11,5734632.02,,4603766.721428571,
2012-07-27,5156699.45,3989402.2,212,211,237,1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,7.0,18.0,53193.439999999995,0.016822429906542057,4,7,3,2012,0,23,0,5171470.46,5309511.71,,4522406.428571428,
2012-07-28,4326956.84,3403662.59,176,176,198,896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.0,9.0,26.0,77765.1,0.029017857142857144,5,7,3,2012,1,24,0,3442157.02,3820831.41,,4520296.284285714,
2012-07-29,4804199.65,3819645.91,206,205,223,972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12.0,12.0,35.0,188827.85,0.0360082304526749,6,7,3,2012,1,25,0,3117550.57,3948841.28,,4646696.258571428,
2012-07-30,6586130.95,5195109.56,268,264,301,1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,8.0,22.0,126235.4,0.016516516516516516,0,7,3,2012,0,26,0,4730517.69,3503801.49,,4887646.127142857,
2012-07-31,9151622.14,7142891.18,381,377,437,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,1,1,16.0,16.0,44.0,209656.85,0.021825396825396824,1,7,3,2012,0,27,0,4096496.12,4476729.49,,5152733.735714287,
2012-08-01,9148357.3,7308514.33,360,357,392,1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,4.0,4.0,8.0,37734.15,0.004725339633786178,2,8,3,2012,0,28,0,5246688.08,5184141.46,,5874894.595714286,
2012-08-02,9692427.0,7537501.15,413,410,452,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,8.0,8.0,12.0,42250.2,0.005888125613346418,3,8,3,2012,0,29,0,5851965.06,6421487.11,,6432275.912857143,
2012-08-03,9297269.95,7118808.46,353,351,391,1793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,20.0,20.0,53.0,261973.78000000003,0.029559397657557166,4,8,3,2012,0,30,0,5156699.45,5171470.46,5123547.94,6980913.332857142,4974918.593666667
2012-08-04,6384195.03,5087528.11,245,243,267,1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,8.0,8.0,19.0,68406.08,0.01636520241171404,5,8,3,2012,1,31,0,4326956.84,3442157.02,2751773.45,7572423.404285714,5114042.660666666
2012-08-05,2359224.19,1863413.11,76,76,77,359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,12.0,11.0,33.0,120347.12,0.09192200557103064,6,8,3,2012,1,32,0,4804199.65,3117550.57,3054029.42,7866314.574285715,5235123.38
2012-08-06,3630003.7,2922718.71,114,114,123,560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,6.0,6.0,20.0,147083.88,0.03571428571428571,0,8,3,2012,0,33,0,6586130.95,4730517.69,2667930.94,7517032.365714286,5211963.205666666
2012-08-07,2240253.44,1781265.84,93,91,104,471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,12.0,12.0,29.0,112879.45999999999,0.06157112526539278,1,8,3,2012,0,34,0,9151622.14,4096496.12,2360851.9,7094728.472857143,5244032.297666667
2012-08-08,2617553.36,1997006.42,129,128,145,621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,5.0,5.0,16.0,51784.979999999996,0.02576489533011272,2,8,3,2012,0,35,0,9148357.3,5246688.08,3548386.46,6107390.087142857,5240012.349
2012-08-09,4478691.52,3621672.71,156,156,171,822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,16.0,16.0,47.0,242575.69999999998,0.057177615571776155,3,8,3,2012,0,36,0,9692427.0,5851965.06,5234938.62,5174418.095714286,5208984.578999999
2012-08-10,3412496.65,2699279.56,158,158,171,757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,19.0,19.0,56.0,271024.06,0.07397622192866579,4,8,3,2012,0,37,0,9297269.95,5156699.45,5582884.78,4429598.741428571,5183776.342333334
2012-08-11,2732604.35,2168668.05,110,110,124,577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,9.0,9.0,29.0,140878.88,0.05025996533795494,5,8,3,2012,1,38,0,6384195.03,4326956.84,5734632.02,3588916.8414285714,5111430.071333334
2012-08-12,3388181.83,2654275.25,138,137,160,689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,15.0,15.0,41.0,200854.66,0.059506531204644414,6,8,3,2012,1,39,0,2359224.19,4804199.65,5309511.71,3067261.0300000003,5011362.482333333
2012-08-13,3928170.01,3189564.96,153,153,170,765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,15.0,15.0,47.0,152774.26,0.06143790849673202,0,8,3,2012,0,40,0,3630003.7,6586130.95,3820831.41,3214254.978571429,4947318.153
2012-08-14,4033912.16,3258198.58,151,151,171,765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,11.0,11.0,29.0,122806.12,0.03790849673202614,1,8,3,2012,0,41,0,2240253.44,9151622.14,3948841.28,3256850.1657142853,4950896.106333333
2012-08-15,3780293.26,2886923.59,162,161,179,828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,13.0,13.0,34.0,151816.06,0.04106280193236715,2,8,3,2012,0,42,0,2617553.36,9148357.3,3503801.49,3513087.125714286,4953731.8023333335
2012-08-16,5249978.18,4222455.97,212,209,242,1153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,10.0,10.0,24.0,113705.70999999999,0.020815264527320035,3,8,3,2012,0,43,0,4478691.52,9692427.0,4476729.49,3679192.825714286,4962948.194666667
2012-08-17,4089284.05,3238908.92,158,158,173,768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,14.0,14.0,37.0,99923.97,0.048177083333333336,4,8,3,2012,0,44,0,3412496.65,9297269.95,5184141.46,3789376.634285714,4988723.151
2012-08-18,3450015.71,2808916.94,135,135,146,640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,17.0,16.0,39.0,217724.80000000002,0.0609375,5,8,3,2012,1,45,0,2732604.35,6384195.03,6421487.11,3886060.5485714287,4952227.904
2012-08-19,3904300.93,3006801.4,158,156,181,865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,15.0,14.0,36.0,202280.82,0.04161849710982659,6,8,3,2012,1,46,0,3388181.83,2359224.19,5171470.46,3988547.885714286,4853178.857333333
2012-08-20,3541027.32,2827038.81,158,157,180,796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,17.0,16.0,62.0,239785.46,0.07788944723618091,0,8,3,2012,0,47,0,3928170.01,3630003.7,3442157.02,4062279.185714286,4810939.873
2012-08-21,4147483.23,3364364.64,172,172,188,851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,16.0,16.0,38.0,171977.21,0.04465334900117509,1,8,3,2012,0,48,0,4033912.16,2240253.44,3117550.57,4006973.0871428573,4814235.549666666
2012-08-22,4597682.81,3562468.33,185,184,200,925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,12.0,12.0,28.0,136318.88,0.03027027027027027,2,8,3,2012,0,49,0,3780293.26,2617553.36,4730517.69,4023197.5257142857,4848566.638333334
2012-08-23,5478869.55,4195738.04,231,228,257,1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,14.0,14.0,39.0,134683.32,0.03523035230352303,3,8,3,2012,0,50,0,5249978.18,4478691.52,4096496.12,4139967.461428571,4844138.809
2012-08-24,4637850.57,3632210.67,196,195,217,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,16.0,16.0,39.0,124958.08,0.040082219938335044,4,8,3,2012,0,51,0,4089284.05,3412496.65,5246688.08,4172666.2285714285,4890217.923333333
2012-08-25,3589566.28,2784342.75,141,138,157,701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,16.0,16.0,35.0,152437.18,0.04992867332382311,5,8,3,2012,1,52,0,3450015.71,2732604.35,5851965.06,4251032.874285714,4869923.339666667
2012-08-26,4280204.53,3476942.48,164,161,181,842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,14.0,14.0,31.0,161977.41999999998,0.03681710213776722,6,8,3,2012,1,53,0,3904300.93,3388181.83,5156699.45,4270968.67,4794510.047
2012-08-27,3038895.84,2365260.68,137,136,153,632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,10.0,10.0,30.0,81683.89,0.04746835443037975,0,8,3,2012,0,54,0,3541027.32,3928170.01,4326956.84,4324669.184285714,4765293.549666666
2012-08-28,9508676.62,7439851.59,391,390,448,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,11.0,11.0,32.0,172200.33,0.015873015873015872,1,8,3,2012,0,55,0,4147483.23,4033912.16,4804199.65,4252936.115714285,4722358.182999999
2012-08-29,9260558.32,7336294.54,382,377,441,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,12.0,12.0,26.0,159355.52,0.012833168805528134,2,8,3,2012,0,56,0,4597682.81,3780293.26,6586130.95,5018820.885714286,4879174.082
2012-08-30,10086534.1,7950911.72,403,400,454,2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,23698.0,8796.0,7451.0,402.0,0.6683544303797468,0.9660749367088608,0.24354810126582277,93.25316455696202,0.5949367088607594,0.0,0,1,14.0,14.0,39.0,175510.40999999997,0.018959649975692758,3,8,3,2012,0,57,0,5478869.55,5249978.18,9151622.14,5684945.9585714275,4968321.660999999
2012-08-31,9104678.52,7277460.12,393,389,451,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,26249.0,11799.0,9983.0,699.0,0.7092198581560284,0.9449189125295507,0.28884775413711583,99.43026004728132,0.3404255319148936,0.0,1,1,12.0,12.0,36.0,115475.02,0.018072289156626505,4,8,3,2012,0,58,0,4637850.57,4089284.05,9148357.3,6343183.7514285715,4999485.393000001
2012-09-01,8560208.92,6738335.17,341,337,390,1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,26249.0,11799.0,9983.0,699.0,0.7092198581560284,0.9449189125295507,0.28884775413711583,99.43026004728132,0.3404255319148936,0.0,0,1,8.0,8.0,27.0,232778.57,0.014762165117550574,5,9,3,2012,1,59,0,3589566.28,3450015.71,9692427.0,6981302.03,4998029.433666666
2012-09-02,2587099.44,1946097.28,106,105,114,495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,26249.0,11799.0,9983.0,699.0,0.7092198581560284,0.9449189125295507,0.28884775413711583,99.43026004728132,0.3404255319148936,0.0,0,1,7.0,7.0,29.0,144746.47,0.05858585858585859,6,9,3,2012,1,60,0,4280204.53,3904300.93,9297269.95,7691393.835714285,4960288.831
2012-09-03,3865505.01,3063431.08,147,147,166,752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,26249.0,11799.0,9983.0,699.0,0.7092198581560284,0.9449189125295507,0.28884775413711583,99.43026004728132,0.3404255319148936,0.0,0,1,11.0,11.0,34.0,225389.39,0.04521276595744681,0,9,3,2012,0,61,0,3038895.84,3541027.32,6384195.03,7449521.68,4736616.480666667
2012-09-04,3645749.44,2876968.79,147,147,167,672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,26249.0,11799.0,9983.0,699.0,0.7092198581560284,0.9449189125295507,0.28884775413711583,99.43026004728132,0.3404255319148936,0.0,0,1,14.0,14.0,45.0,171376.43,0.06696428571428571,1,9,3,2012,0,62,0,9508676.62,4147483.23,2359224.19,7567608.704285714,4652660.1466666665
2012-09-05,2398185.51,1966376.48,87,87,97,438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,26249.0,11799.0,9983.0,699.0,0.7092198581560284,0.9449189125295507,0.28884775413711583,99.43026004728132,0.3404255319148936,0.0,0,1,10.0,10.0,44.0,196717.07,0.1004566210045662,2,9,3,2012,0,63,0,9260558.32,4597682.81,3630003.7,6730047.678571428,4695544.321666667
2012-09-06,2858227.37,2147909.96,119,119,137,636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,26249.0,11799.0,9983.0,699.0,0.7092198581560284,0.9449189125295507,0.28884775413711583,99.43026004728132,0.3404255319148936,0.0,0,1,7.0,7.0,16.0,82635.49,0.025157232704402517,3,9,3,2012,0,64,0,10086534.1,5478869.55,2240253.44,5749708.705714285,4654483.715333332
